sid,link_name_ezpass,borough_ezpass,polyline_ezpass,link_length_ft_ezpass,aggregation_period_sec_ezpass,n_samples_ezpass,median_calculation_timestamp_ezpass,median_tt_sec_ezpass,median_speed_fps_ezpass,link_name_traffic,borough_traffic,polyline_traffic,link_length_ft_traffic,aggregation_period_sec_traffic,n_samples_traffic,median_calculation_timestamp_traffic,median_tt_sec_traffic,median_speed_fps_traffic
146139,Richmond Ave - Northbound - Amboy Rd to Wainwright Ave,Staten Island,csmvFbetcM{CpDcAp@}D`AaJ|A_@L{AtBs@b@oALwf@xG_a@lF,6450.81,900,34,3/16/2026 16:15:01,204.5,31.54,Richmond Ave - Northbound - Amboy Rd to Wainwright Ave,Staten Island,csmvFbetcM{CpDcAp@}D`AaJ|A_@L{AtBs@b@oALwf@xG_a@lF,6450.81,0,0,3/15/2026 12:40:12,0.0,0.0
147150,Rockaway Blvd - Southbound - South Conduit Ave to Farmers Blvd,Queens,}uewFhdiaMbNeLdNyK`DkA|CDv@kDhAyC,3224.15,900,2,3/16/2026 16:15:01,503.0,6.41,Rockaway Blvd - Southbound - South Conduit Ave to Farmers Blvd,Queens,}uewFhdiaMbNeLdNyK`DkA|CDv@kDhAyC,3224.15,0,0,3/15/2026 12:40:12,0.0,0.0
148150,Rockaway Blvd - Northbound - Brookville Blvd to Farmers Blvd,Queens,qs`wFn~aaMoMtMiKnKyBjDqj@nkAuUjg@}P|`@yBjE,10952.42,900,30,3/16/2026 16:15:01,279.0,39.26,Rockaway Blvd - Northbound - Brookville Blvd to Farmers Blvd,Queens,qs`wFn~aaMoMtMiKnKyBjDqj@nkAuUjg@}P|`@yBjE,10952.42,0,0,3/15/2026 12:40:12,0.0,0.0
150148,Rockaway Blvd - Southbound - Farmers Blvd to Brookville Blvd ,Queens,qidwF|}gaMbCyEzBsFbWqk@lV{g@da@e{@|LyMtNoN,11004.77,900,3,3/16/2026 16:15:01,475.0,23.17,Rockaway Blvd - Southbound - Farmers Blvd to Brookville Blvd ,Queens,qidwF|}gaMbCyEzBsFbWqk@lV{g@da@e{@|LyMtNoN,11004.77,0,0,3/15/2026 12:40:12,0.0,0.0
154182,Beach Channel Dr - Eastbound - Bay 32 st to Mott Ave,Queens,wlxvFflfaMyKyYgBeC_A_EaDcGqH_QoFiBg@Y,3942.33,900,5,3/16/2026 16:15:01,201.0,19.61,Beach Channel Dr - Eastbound - Bay 32 st to Mott Ave,Queens,wlxvFflfaMyKyYgBeC_A_EaDcGqH_QoFiBg@Y,3942.33,900,3,3/15/2026 12:40:12,201.0,19.61
155180,Seagirt Blvd - Westbound - Beach 9th St to Beach 32nd St,Queens,{_xvFxcbaM`FxUZjFLdEB~TOzNc@hKuBrI]vK|@`S}@~H{AvB,6602.6,900,36,3/16/2026 16:15:01,344.5,19.17,Seagirt Blvd - Westbound - Beach 9th St to Beach 32nd St,Queens,{_xvFxcbaM`FxUZjFLdEB~TOzNc@hKuBrI]vK|@`S}@~H{AvB,6602.6,900,24,3/15/2026 12:40:12,165.0,40.02
156181,Beach Channel Dr - Eastbound - Beach 90 st to Beach 69 st,Queens,mjvvFnmpaMaByAoJwUGoDPwGUsHs@mCYqD@uC|AkMcByV]w@{G_Fg@uBIkD,6016.21,900,14,3/16/2026 16:15:01,142.5,42.22,Beach Channel Dr - Eastbound - Beach 90 st to Beach 69 st,Queens,mjvvFnmpaMaByAoJwUGoDPwGUsHs@mCYqD@uC|AkMcByV]w@{G_Fg@uBIkD,6016.21,900,11,3/15/2026 12:40:12,151.0,39.84
157158,Main St - Northbound - Roosevelt Ave to Northern Blvd,Queens,azwwFr|raMwKjEwG`D,1353.43,900,6,3/16/2026 16:15:01,621.0,2.18,Main St - Northbound - Roosevelt Ave to Northern Blvd,Queens,azwwFr|raMwKjEwG`D,1353.43,900,9,3/15/2026 12:40:12,191.0,7.09
157160,Main St @ Roosevelt to Kissena Blvd @ Sanford Ave,Queens,_zwwFx}raMlDsAf@q@fG_N,1258.02,900,2,3/16/2026 16:15:01,302.0,4.17,Main St @ Roosevelt to Kissena Blvd @ Sanford Ave,Queens,_zwwFx}raMlDsAf@q@fG_N,1258.02,900,5,3/15/2026 12:40:12,826.0,1.52
157163,Roosevelt Ave - Eastbound - Main St to Parsons Blvd,Queens,{ywwFf}raM}Koq@,2356.96,900,12,3/16/2026 16:15:01,177.0,13.32,Roosevelt Ave - Eastbound - Main St to Parsons Blvd,Queens,{ywwFf}raM}Koq@,2356.96,900,9,3/15/2026 12:40:12,213.0,11.07
158157,Main St - Southbound - Northern Blvd to Roosevelt Ave,Queens,koxwFvisaM|GwDfK_E,1342.98,900,6,3/16/2026 16:15:01,323.0,4.16,Main St - Southbound - Northern Blvd to Roosevelt Ave,Queens,koxwFvisaM|GwDfK_E,1342.98,900,7,3/15/2026 12:40:12,465.0,2.89
158165,Northern Blvd - Eastbound - Main St to Union St,Queens,knxwFbhsaMcBoJmBuJ,1094.45,900,99,3/16/2026 16:15:01,58.0,18.87,Northern Blvd - Eastbound - Main St to Union St,Queens,knxwFbhsaMcBoJmBuJ,1094.45,0,0,3/15/2026 12:40:12,0.0,0.0
159176,Sanford Ave - Westbound - Main St to College Pnt Blvd,Queens,ehwwFztraMtKvY,1395.48,900,3,3/16/2026 16:15:01,240.0,5.81,Sanford Ave - Westbound - Main St to College Pnt Blvd,Queens,ehwwFztraMtKvY,1395.48,900,2,3/15/2026 12:40:12,149.0,9.37
159179,Main St - Southbound - Sanford Ave to Peck Ave,Queens,ahwwFburaM|McE`Bc@zFqC~BmB`BcAnAm@hAIhA@bDT,2811.63,900,4,3/16/2026 16:15:01,135.0,20.83,Main St - Southbound - Sanford Ave to Peck Ave,Queens,ahwwFburaM|McE`Bc@zFqC~BmB`BcAnAm@hAIhA@bDT,2811.63,900,4,3/15/2026 12:40:12,438.0,6.42
160157,Kissena Blvd @ Sanford Ave to Main St @ Roosevelt Ave - Northbound,Queens,kkwwFviraMaHbO_ExA,1259.4,900,6,3/16/2026 16:15:01,464.5,2.71,Kissena Blvd @ Sanford Ave to Main St @ Roosevelt Ave - Northbound,Queens,kkwwFviraMaHbO_ExA,1259.4,900,7,3/15/2026 12:40:12,297.0,4.24
160159,Sanford Avenue - Westbound - Kissena Blvd to Main St,Queens,ckwwFfjraMzAxI,506.67,900,27,3/16/2026 16:15:01,151.0,3.36,Sanford Avenue - Westbound - Kissena Blvd to Main St,Queens,ckwwFfjraMzAxI,506.67,900,25,3/15/2026 12:40:12,226.0,2.24
160183,Kissena Blvd - Southbound - Sanford Ave to Holly Ave,Queens,akwwFtjraMlB}DhFgHzH_KfIaK|HuI,3254.72,900,4,3/16/2026 16:15:01,722.5,4.5,Kissena Blvd - Southbound - Sanford Ave to Holly Ave,Queens,akwwFtjraMlB}DhFgHzH_KfIaK|HuI,3254.72,0,0,3/15/2026 12:40:12,0.0,0.0
161162,Horace Harding Expwy NSR - Westbound - Kissena Blvd to Main St,Queens,e{swFh_paMgAxGuB`JaNxk@,3113.87,900,25,3/16/2026 16:15:01,132.0,23.59,Horace Harding Expwy NSR - Westbound - Kissena Blvd to Main St,Queens,e{swFh_paMgAxGuB`JaNxk@,3113.87,900,16,3/15/2026 12:40:12,153.0,20.35
162175,Horace Harding Expwy - Westbound - Main St to College Pnt Blvd,Queens,_ptwF|_raMWtAqBf`@wAz]w@dD,3237.65,900,15,3/16/2026 16:15:01,123.0,26.32,Horace Harding Expwy - Westbound - Main St to College Pnt Blvd,Queens,_ptwF|_raMWtAqBf`@wAz]w@dD,3237.65,900,12,3/15/2026 12:40:12,153.0,21.16
162179,Main St - Northbound - Horace Harding Expwy to Peck Ave,Queens,cptwFr_raMaXxCgPgA,2490.09,900,2,3/16/2026 16:15:01,1304.0,1.91,Main St - Northbound - Horace Harding Expwy to Peck Ave,Queens,cptwFr_raMaXxCgPgA,2490.09,900,2,3/15/2026 12:40:12,358.0,6.96
163157,Roosevelt Ave - Westbound - Parsons Blvd to Main St,Queens,ogxwF`kqaMzKlq@,2353.17,900,12,3/16/2026 16:15:01,651.0,3.61,Roosevelt Ave - Westbound - Parsons Blvd to Main St,Queens,ogxwF`kqaMzKlq@,2353.17,900,9,3/15/2026 12:40:12,339.0,6.94
163164,Parsons Blvd - Northbound - Roosevelt Ave to Northern Blvd,Queens,egxwFpjqaM}QxG,1172.03,900,10,3/16/2026 16:15:01,454.0,2.58,Parsons Blvd - Northbound - Roosevelt Ave to Northern Blvd,Queens,egxwFpjqaM}QxG,1172.03,900,9,3/15/2026 12:40:12,190.0,6.17
164163,Parsons Blvd - Southbound - Northern Blvd to Roosevel Ave,Queens,_zxwFbtqaM~Q{G,1176.39,900,12,3/16/2026 16:15:01,190.5,6.18,Parsons Blvd - Southbound - Northern Blvd to Roosevel Ave,Queens,_zxwFbtqaM~Q{G,1176.39,900,4,3/15/2026 12:40:12,308.0,3.82
164165,Northern Blvd - Westbound - Parsons Blvd to Union St,Queens,szxwF`tqaMv@xMhAzL,1290.85,900,4,3/16/2026 16:15:01,1543.0,0.84,Northern Blvd - Westbound - Parsons Blvd to Union St,Queens,szxwF`tqaMv@xMhAzL,1290.85,0,0,3/15/2026 12:40:12,0.0,0.0
165158,Northern Blvd - Westbound - Union St to Main St,Queens,gvxwFzpraMxDpW,1137.68,900,2,3/16/2026 16:15:01,1017.0,1.12,Northern Blvd - Westbound - Union St to Main St,Queens,gvxwFzpraMxDpW,1137.68,0,0,3/15/2026 12:40:12,0.0,0.0
165164,Northern Blvd - Eastbound - Union St to Parsons Blvd,Queens,_uxwF`qraMsAaM{@qN,1336.96,900,9,3/16/2026 16:15:01,634.0,2.11,Northern Blvd - Eastbound - Union St to Parsons Blvd,Queens,_uxwF`qraMsAaM{@qN,1336.96,0,0,3/15/2026 12:40:12,0.0,0.0
166169,Jackie Robinson Pkwy - Northbound- Metropolitan Ave to Queens Blvd,Queens,a~mwF~cuaMi@gA{BsHqByIy@aBoByCcBkCoHsPsDyIOo@w@uEy@}D,4068.21,900,137,3/16/2026 16:15:01,175.0,23.25,Jackie Robinson Pkwy - Northbound- Metropolitan Ave to Queens Blvd,Queens,a~mwF~cuaMi@gA{BsHqByIy@aBoByCcBkCoHsPsDyIOo@w@uEy@}D,4068.21,900,164,3/15/2026 12:40:12,147.0,27.67
167166,Jackie Robinson Pkwy - Northbound - Forest Pk Dr to Metropolitan Ave,Queens,gwkwFhyzaMoC_GgBkAoFeAyCo@aC_B{AwBu@}BcAwE[_GDqGx@eJLyD_@oEsD{LeAwIm@cDcAwB_BuCsBaC}CsBcDqCmBcEi@gDK{BKgOOuF]}FoAyEyAuD,9904.74,900,170,3/16/2026 16:15:01,472.0,20.98,Jackie Robinson Pkwy - Northbound - Forest Pk Dr to Metropolitan Ave,Queens,gwkwFhyzaMoC_GgBkAoFeAyCo@aC_B{AwBu@}BcAwE[_GDqGx@eJLyD_@oEsD{LeAwIm@cDcAwB_BuCsBaC}CsBcDqCmBcEi@gDK{BKgOOuF]}FoAyEyAuD,9904.74,900,165,3/15/2026 12:40:12,155.0,63.9
170095,Woodhaven Blvd - Southbound - Dry Harbor Rd to Furmanville Ave,Queens,qsqwFj}zaMvSgI|QiPjFuE,3160.37,900,204,3/16/2026 16:15:01,170.0,18.59,Woodhaven Blvd - Southbound - Dry Harbor Rd to Furmanville Ave,Queens,qsqwFj}zaMvSgI|QiPjFuE,3160.37,900,92,3/15/2026 12:40:12,233.5,13.53
175184,College Pnt Blvd - Northbound - Horace Harding Expwy to Booth Memorial Ave,Queens,wxtwFfhtaMwC_FqBwA_IoDaA{@uCcF,1852.28,900,13,3/16/2026 16:15:01,107.0,17.31,College Pnt Blvd - Northbound - Horace Harding Expwy to Booth Memorial Ave,Queens,wxtwFfhtaMwC_FqBwA_IoDaA{@uCcF,1852.28,900,49,3/15/2026 12:40:12,129.0,14.36
176177,College Pnt Blvd - Northbound - Sanford Ave to Roosevelt Ave,Queens,}{vwFhosaMcTbF,1272.67,900,10,3/16/2026 16:15:01,181.5,7.01,College Pnt Blvd - Northbound - Sanford Ave to Roosevelt Ave,Queens,}{vwFhosaMcTbF,1272.67,900,12,3/15/2026 12:40:12,158.0,8.05
177157,Roosevelt Ave - Eastbound - College Pnt Blvd to Main St,Queens,_qwwFjvsaMi@oAsFkU,1219.27,900,15,3/16/2026 16:15:01,288.0,4.23,Roosevelt Ave - Eastbound - College Pnt Blvd to Main St,Queens,_qwwFjvsaMi@oAsFkU,1219.27,900,20,3/15/2026 12:40:12,193.0,6.32
177178,College Pnt Blvd - Northbound - Roosevelt Ave to 35th Ave,Queens,urwwFzvsaMwShEeGv@sBxA,1972.47,900,31,3/16/2026 16:15:01,106.0,18.61,College Pnt Blvd - Northbound - Roosevelt Ave to 35th Ave,Queens,urwwFzvsaMwShEeGv@sBxA,1972.47,900,26,3/15/2026 12:40:12,92.0,21.44
178177,College Pnt Blvd - Southbound - 35th Ave to Roosevelt Ave,Queens,asxwFhbtaMdB_AnJoA|PsD,1962.43,900,6,3/16/2026 16:15:01,1025.5,1.91,College Pnt Blvd - Southbound - 35th Ave to Roosevelt Ave,Queens,asxwFhbtaMdB_AnJoA|PsD,1962.43,0,0,3/15/2026 12:40:12,0.0,0.0
179162,Main St - Southbound - Peck Ave to Horace Harding Expwy,Queens,qzuwFvbraMhPfAvWoC,2473.72,900,14,3/16/2026 16:15:01,251.0,9.86,Main St - Southbound - Peck Ave to Horace Harding Expwy,Queens,qzuwFvbraMhPfAvWoC,2473.72,900,21,3/15/2026 12:40:12,223.0,11.09
180155,Seagirt Blvd - Eastbound - Beach 32nd St to Beach 9th St,Queens,u}wvFjwfaMrB{OeA_Wr@yHhAaE\{B`@}JNaIDwSGgHYsHO}AcF}U,6745.41,900,82,3/16/2026 16:15:01,249.0,27.09,Seagirt Blvd - Eastbound - Beach 32nd St to Beach 9th St,Queens,u}wvFjwfaMrB{OeA_Wr@yHhAaE\{B`@}JNaIDwSGgHYsHO}AcF}U,6745.41,900,37,3/15/2026 12:40:12,341.0,19.78
181154,Beach Channel Dr - Eastbound - Beach 69 st to Bay 32 st,Queens,igwvFdulaMkAsh@{IeZMeEoCe~@a@iVmAySG_H}BsAoESu@Ys@cAo@oB,9722.75,900,9,3/16/2026 16:15:01,574.0,16.94,Beach Channel Dr - Eastbound - Beach 69 st to Bay 32 st,Queens,igwvFdulaMkAsh@{IeZMeEoCe~@a@iVmAySG_H}BsAoESu@Ys@cAo@oB,9722.75,900,6,3/15/2026 12:40:12,584.0,16.65
181156,Beach Channel Dr - Westbound- Beach 69 st to Beach 90 st,Queens,wgwvFfulaMLxF^bAbHnFRz@j@tJn@dKeBxLL~EfAhGJzGGtLpJdVv@dC,6032.8,900,5,3/16/2026 16:15:01,193.0,31.26,Beach Channel Dr - Westbound- Beach 69 st to Beach 90 st,Queens,wgwvFfulaMLxF^bAbHnFRz@j@tJn@dKeBxLL~EfAhGJzGGtLpJdVv@dC,6032.8,0,0,3/15/2026 12:40:12,0.0,0.0
183161,Kissena Blvd -  Southbound - Holly Ave to Horace Harding Expwy NSR,Queens,ibvwFrxpaMpJiKnEgFvEsF~CqDTQf@OnBDlALvHfBbMlCtANfADvAAPH\?,4711.01,900,10,3/16/2026 16:15:01,398.0,11.84,Kissena Blvd -  Southbound - Holly Ave to Horace Harding Expwy NSR,Queens,ibvwFrxpaMpJiKnEgFvEsF~CqDTQf@OnBDlALvHfBbMlCtANfADvAAPH\?,4711.01,900,11,3/15/2026 12:40:12,289.0,16.3
184175,College Pnt Blvd - Southbound - Booth Memorial Ave to Horace Harding Expwy,Queens,sruwFxpsaMdDzF`Ax@dGhC`CtAxDlG,1890.21,900,26,3/16/2026 16:15:01,60.0,31.5,College Pnt Blvd - Southbound - Booth Memorial Ave to Horace Harding Expwy,Queens,sruwFxpsaMdDzF`Ax@dGhC`CtAxDlG,1890.21,900,88,3/15/2026 12:40:12,86.0,21.98
184176,College Point Blvd - Northbound - Booth Memorial Ave to Sanford Ave,Queens,{quwFvosaMU]cT}Cs@CiQjD,2499.96,900,2,3/16/2026 16:15:01,1538.0,1.63,College Point Blvd - Northbound - Booth Memorial Ave to Sanford Ave,Queens,{quwFvosaMU]cT}Cs@CiQjD,2499.96,900,17,3/15/2026 12:40:12,176.0,14.2
188189,5th Avenue  - Southbound - 96 St to 86 St,Manhattan,mk}wFrnkbM|f@~[,2660.26,900,29,3/16/2026 16:15:01,117.0,22.74,5th Avenue  - Southbound - 96 St to 86 St,Manhattan,mk}wFrnkbM|f@~[,2660.26,900,42,3/15/2026 12:40:12,98.5,27.01
189022,5th Avenue - Southbound - 86 St to 72 St,Manhattan,oc|wFrklbMrw@lh@,3778.77,900,28,3/16/2026 16:15:01,500.5,7.55,5th Avenue - Southbound - 86 St to 72 St,Manhattan,oc|wFrklbMrw@lh@,3778.77,900,29,3/15/2026 12:40:12,219.0,17.25
190191,Lexington Ave - Southbound - 96 St to 86 St,Manhattan,u~|wFjpjbMzf@`\,2658.42,900,6,3/16/2026 16:15:01,413.0,6.44,Lexington Ave - Southbound - 96 St to 86 St,Manhattan,u~|wFjpjbMzf@`\,2658.42,900,11,3/15/2026 12:40:12,160.0,16.62
191021,Lexington Ave - Southbound - 86 St to 72 St,Manhattan,yv{wFhmkbMtw@lh@,3781.98,900,23,3/16/2026 16:15:01,311.0,12.16,Lexington Ave - Southbound - 86 St to 72 St,Manhattan,yv{wFhmkbMtw@lh@,3781.98,900,22,3/15/2026 12:40:12,238.0,15.89
193021,72nd Streeet - Westbound - 2nd Ave to Lexington Ave,Manhattan,etywF|~kbMk@jBy@rB_AvC_DzJ,1202.3,900,24,3/16/2026 16:15:01,138.0,8.71,72nd Streeet - Westbound - 2nd Ave to Lexington Ave,Manhattan,etywF|~kbMk@jBy@rB_AvC_DzJ,1202.3,900,15,3/15/2026 12:40:12,128.0,9.39
194196,Williamsburg Bridge - Eastbound - Manhattan @ Delancey to Brooklyn @ Bedford Ave,Manhattan,_sowFvgqbMrh@ihC,6550.2,900,373,3/16/2026 16:15:01,112.0,58.48,Williamsburg Bridge - Eastbound - Manhattan @ Delancey to Brooklyn @ Bedford Ave,Manhattan,_sowFvgqbMrh@ihC,6550.2,900,285,3/15/2026 12:40:12,108.0,60.65
197195,Williamsburg Bridge - Westbound - Brooklyn @ Bedford Ave to Manhattan @ Delancey,Manhattan,aknwFr}lbMwh@fhC,6550.31,900,313,3/16/2026 16:15:01,427.0,15.34,Williamsburg Bridge - Westbound - Brooklyn @ Bedford Ave to Manhattan @ Delancey,Manhattan,aknwFr}lbMwh@fhC,6550.31,900,315,3/15/2026 12:40:12,471.0,13.91
199200,Battery Park Underpass - West St (Southbound) to FDR Dr (Northbound),Manhattan,admwF|kwbMfBBlIcBfGcFp@uFUqD]}C,2214.93,900,4,3/16/2026 16:15:01,1804.5,1.23,Battery Park Underpass - West St (Southbound) to FDR Dr (Northbound),Manhattan,admwF|kwbMfBBlIcBfGcFp@uFUqD]}C,2214.93,900,6,3/15/2026 12:40:12,1206.0,1.84
200199,Battery Park Underpass - FDR Dr (Southbound) to West St (Northbound),Manhattan,ynlwFbqvbMb@tGSjC_@|AkBpB_CvAoD~@yC^oB?,2066.47,900,171,3/16/2026 16:15:01,403.0,5.13,Battery Park Underpass - FDR Dr (Southbound) to West St (Northbound),Manhattan,ynlwFbqvbMb@tGSjC_@|AkBpB_CvAoD~@yC^oB?,2066.47,900,115,3/15/2026 12:40:12,61.0,33.88
201071,Atlantic Avenue - Westbound - Carlton Ave to Flatbush Ave,Brooklyn,uxhwFpknbMo@bFe@rE}B~QeBhH,1953.12,900,64,3/16/2026 16:15:01,107.0,18.25,Atlantic Avenue - Westbound - Carlton Ave to Flatbush Ave,Brooklyn,uxhwFpknbMo@bFe@rE}B~QeBhH,1953.12,900,72,3/15/2026 12:40:12,92.5,21.11
204008,Madison Avenue - northbound - 23 st to 34 st,Manhattan,wetwFtwqbMqi@_^,2839.04,900,2,3/16/2026 16:15:01,271.0,10.48,Madison Avenue - northbound - 23 st to 34 st,Manhattan,wetwFtwqbMqi@_^,2839.04,900,2,3/15/2026 12:40:12,190.0,14.94
2012,49th Street - Westbound - Lexington Ave to Madison Ave,Manhattan,ecwwFdynbMgC~HgC~H,1013.97,0,0,3/16/2026 16:15:01,0.0,0.0,49th Street - Westbound - Lexington Ave to Madison Ave,Manhattan,ecwwFdynbMgC~HgC~H,1013.97,900,14,3/15/2026 12:40:12,616.5,1.64
3013,57th Street - Westbound - Lexington Ave to Madison Ave,Manhattan,gcxwFvanbM_CpHoCrI,1021.15,0,0,3/16/2026 16:15:01,0.0,0.0,57th Street - Westbound - Lexington Ave to Madison Ave,Manhattan,gcxwFvanbM_CpHoCrI,1021.15,0,0,3/15/2026 12:40:12,0.0,0.0
5002,49th Street - Westbound - 3rd Ave to Lexington Ave,Manhattan,a_wwFfonbMcC|H,501.04,0,0,3/16/2026 16:15:01,0.0,0.0,49th Street - Westbound - 3rd Ave to Lexington Ave,Manhattan,a_wwFfonbMcC|H,501.04,0,0,3/15/2026 12:40:12,0.0,0.0
6055,57th Street - Eastbound - 3rd Ave to 2nd Ave,Manhattan,_~wwFhxmbMxD}L,703.44,0,0,3/16/2026 16:15:01,0.0,0.0,57th Street - Eastbound - 3rd Ave to 2nd Ave,Manhattan,_~wwFhxmbMxD}L,703.44,0,0,3/15/2026 12:40:12,0.0,0.0
8011,Madison Avenue - Northbound - 34th St to 42nd St,Manhattan,opuwFnxpbM}JsGqJmG_G}D,2101.21,0,0,3/16/2026 16:15:01,0.0,0.0,Madison Avenue - Northbound - 34th St to 42nd St,Manhattan,opuwFnxpbM}JsGqJmG_G}D,2101.21,0,0,3/15/2026 12:40:12,0.0,0.0
8020,34th Street - Eastbound - Madison Ave to 3rd Ave,Manhattan,apuwFxxpbMdCyHjCmIfC_I,1532.57,0,0,3/16/2026 16:15:01,0.0,0.0,34th Street - Eastbound - Madison Ave to 3rd Ave,Manhattan,apuwFxxpbMdCyHjCmIfC_I,1532.57,0,0,3/15/2026 12:40:12,0.0,0.0
12013,Madison Avenue - Northbound - 49th St to 57th St,Manhattan,ukwwFfmobMk^{U,2092.07,0,0,3/16/2026 16:15:01,0.0,0.0,Madison Avenue - Northbound - 49th St to 57th St,Manhattan,ukwwFfmobMk^{U,2092.07,0,0,3/15/2026 12:40:12,0.0,0.0
13003,57th Street - Eastbound - Madison Ave to Lexington Ave,Manhattan,yjxwFpvnbM|BmHnCuI,1016.97,0,0,3/16/2026 16:15:01,0.0,0.0,57th Street - Eastbound - Madison Ave to Lexington Ave,Manhattan,yjxwFpvnbM|BmHnCuI,1016.97,0,0,3/15/2026 12:40:12,0.0,0.0
13016,57th Street - Eastbound - 5th Ave to Madison Ave,Manhattan,aoxwFr`obMtAkEp@uB,509.36,0,0,3/16/2026 16:15:01,0.0,0.0,57th Street - Eastbound - 5th Ave to Madison Ave,Manhattan,aoxwFr`obMtAkEp@uB,509.36,0,0,3/15/2026 12:40:12,0.0,0.0
14017,42nd Street - Westbound - 5th Ave to 6th Ave,Manhattan,utvwFhkpbMoGdS,1021.24,0,0,3/16/2026 16:15:01,0.0,0.0,42nd Street - Westbound - 5th Ave to 6th Ave,Manhattan,utvwFhkpbMoGdS,1021.24,0,0,3/15/2026 12:40:12,0.0,0.0
16013,57th Street - Westbound - Madison Ave to 5th Ave,Manhattan,wkxwF|unbMqAdEu@zB,509.39,0,0,3/16/2026 16:15:01,0.0,0.0,57th Street - Westbound - Madison Ave to 5th Ave,Manhattan,wkxwF|unbMqAdEu@zB,509.39,0,0,3/15/2026 12:40:12,0.0,0.0
17014,42nd Street - Eastbound - 6th Ave to 5th Ave,Manhattan,i|vwFb`qbMpGeS,1023.02,0,0,3/16/2026 16:15:01,0.0,0.0,42nd Street - Eastbound - 6th Ave to 5th Ave,Manhattan,i|vwFb`qbMpGeS,1023.02,0,0,3/15/2026 12:40:12,0.0,0.0
17059,42nd Street - Westbound - 6th Ave to 7th Ave,Manhattan,e}vwFl_qbMmFtP,894.47,0,0,3/16/2026 16:15:01,0.0,0.0,42nd Street - Westbound - 6th Ave to 7th Ave,Manhattan,e}vwFl_qbMmFtP,894.47,0,0,3/15/2026 12:40:12,0.0,0.0
19016,57th Street - Eastbound - 6th Ave to 5th Ave,Manhattan,qwxwFztobMnGgS,1023.54,0,0,3/16/2026 16:15:01,0.0,0.0,57th Street - Eastbound - 6th Ave to 5th Ave,Manhattan,qwxwFztobMnGgS,1023.54,0,0,3/15/2026 12:40:12,0.0,0.0
20004,3rd Avenue - Northbound - 34th St to 42nd St,Manhattan,ucuwFfzobMaKuGqFmD_KyG,2106.28,0,0,3/16/2026 16:15:01,0.0,0.0,3rd Avenue - Northbound - 34th St to 42nd St,Manhattan,ucuwFfzobMaKuGqFmD_KyG,2106.28,0,0,3/15/2026 12:40:12,0.0,0.0
20008,34th Street - Westbound - 3rd Ave to Madison Ave,Manhattan,eduwFzyobMeCbIgCbIgC`I,1531.44,0,0,3/16/2026 16:15:01,0.0,0.0,34th Street - Westbound - 3rd Ave to Madison Ave,Manhattan,eduwFzyobMeCbIgCbIgC`I,1531.44,900,23,3/15/2026 12:40:12,75.0,20.42
24026,Belt Pkwy - Westbound - Cross Bay Blvd to Pennsylvania Ave,Brooklyn,grewFbeuaMfH`UFb@rEpMtHtQlBrDvEpHrO|SdJ`NzAfCnIpOtXjn@hBjDdGhJdE|EjE~DnEdDdIlE,12915.87,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Westbound - Cross Bay Blvd to Pennsylvania Ave,Brooklyn,grewFbeuaMfH`UFb@rEpMtHtQlBrDvEpHrO|SdJ`NzAfCnIpOtXjn@hBjDdGhJdE|EjE~DnEdDdIlE,12915.87,0,0,3/15/2026 12:40:12,0.0,0.0
25035,Belt Pkwy - Westbound - Ocean Pkwy to Bay 8th St,Brooklyn,iquvFtrmbMh@|OfB~QvA~M`@|H@lHUxFaAzLqC`WmBdLgChIuDdGsCvCuFhDuLxEyDxB_E`DqKnLmF|Iw@fBcBlFgAzFgA|HsAnEoBrEwOjYgC~FwCjJqB|JoGx\,17547.15,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Westbound - Ocean Pkwy to Bay 8th St,Brooklyn,iquvFtrmbMh@|OfB~QvA~M`@|H@lHUxFaAzLqC`WmBdLgChIuDdGsCvCuFhDuLxEyDxB_E`DqKnLmF|Iw@fBcBlFgAzFgA|HsAnEoBrEwOjYgC~FwCjJqB|JoGx\,17547.15,0,0,3/15/2026 12:40:12,0.0,0.0
26034,Belt Pkwy - Westbound - Erskine St to Flatbush Ave,Queens,ccawFb~{aMhf@tRpGhDpHbGvHfI|FtI|b@rv@tE`GxD~CvCnBdDvA|FlA|D\hE@`Rs@hLK|HDrH\dDb@pDt@pGdBjCb@rRpBjBv@fCdBzA|A`FpHbBbE|C~JbCpFfDlErEhD,20198.01,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Westbound - Erskine St to Flatbush Ave,Queens,ccawFb~{aMhf@tRpGhDpHbGvHfI|FtI|b@rv@tE`GxD~CvCnBdDvA|FlA|D\hE@`Rs@hLK|HDrH\dDb@pDt@pGdBjCb@rRpBjBv@fCdBzA|A`FpHbBbE|C~JbCpFfDlErEhD,20198.01,0,0,3/15/2026 12:40:12,0.0,0.0
